Country,Region,Date,Product,Media,Investment,Grouping
SWE,all,2019-03-11,Brand,TVStadium,58447,all
SWE,all,2019-03-11,Pc,TVStadium,0,all
SWE,all,2019-03-18,Brand,Display,0,all
SWE,all,2019-03-18,Pc,Display,0,all
SWE,all,2019-03-18,Brand,Facebook,279,all
SWE,all,2019-03-18,Pc,Facebook,2936,all
SWE,all,2019-03-18,Brand,Google,4841,all
SWE,all,2019-03-18,Life,Google,0,all
SWE,all,2019-03-18,Pc,Google,23876,all
SWE,all,2019-03-18,Brand,MicrosoftBing,95,all
SWE,all,2019-03-18,Life,MicrosoftBing,0,all
SWE,all,2019-03-18,Pc,MicrosoftBing,490,all
SWE,all,2019-03-18,Brand,OOHAirport,0,all
SWE,all,2019-03-18,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-03-18,Brand,Print,15064,all
SWE,all,2019-03-18,Brand,Radio,0,all
SWE,all,2019-03-18,Brand,TVConventional,0,all
SWE,all,2019-03-18,Pc,TVConventional,0,all
SWE,all,2019-03-18,Brand,TVSPNS,0,all
SWE,all,2019-03-18,Brand,TVSponsoringLFP,6444,all
SWE,all,2019-03-18,Pc,TVSponsoringLFP,0,all
SWE,all,2019-03-18,Brand,TVStadium,58447,all
SWE,all,2019-03-18,Pc,TVStadium,0,all
SWE,all,2019-03-25,Brand,Display,0,all
SWE,all,2019-03-25,Pc,Display,0,all
SWE,all,2019-03-25,Brand,Facebook,207,all
SWE,all,2019-03-25,Pc,Facebook,2885,all
SWE,all,2019-03-25,Brand,Google,4827,all
SWE,all,2019-03-25,Life,Google,0,all
SWE,all,2019-03-25,Pc,Google,25624,all
SWE,all,2019-03-25,Brand,MicrosoftBing,82,all
SWE,all,2019-03-25,Life,MicrosoftBing,0,all
SWE,all,2019-03-25,Pc,MicrosoftBing,131,all
SWE,all,2019-03-25,Brand,OOHAirport,0,all
SWE,all,2019-03-25,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-03-25,Brand,Print,15064,all
SWE,all,2019-03-25,Brand,Radio,0,all
SWE,all,2019-03-25,Brand,TVConventional,0,all
SWE,all,2019-03-25,Pc,TVConventional,0,all
SWE,all,2019-03-25,Brand,TVSPNS,0,all
SWE,all,2019-03-25,Brand,TVSponsoringLFP,2270,all
SWE,all,2019-03-25,Pc,TVSponsoringLFP,0,all
SWE,all,2019-03-25,Brand,TVStadium,58447,all
SWE,all,2019-03-25,Pc,TVStadium,0,all
SWE,all,2019-04-01,Brand,Display,0,all
SWE,all,2019-04-01,Pc,Display,0,all
SWE,all,2019-04-01,Brand,Facebook,219,all
SWE,all,2019-04-01,Pc,Facebook,3128,all
SWE,all,2019-04-01,Brand,Google,4778,all
SWE,all,2019-04-01,Life,Google,0,all
SWE,all,2019-04-01,Pc,Google,31050,all
SWE,all,2019-04-01,Brand,MicrosoftBing,82,all
SWE,all,2019-04-01,Life,MicrosoftBing,1,all
SWE,all,2019-04-01,Pc,MicrosoftBing,61,all
SWE,all,2019-04-01,Brand,OOHAirport,0,all
SWE,all,2019-04-01,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-04-01,Brand,Print,15064,all
SWE,all,2019-04-01,Brand,Radio,0,all
SWE,all,2019-04-01,Brand,TVConventional,0,all
SWE,all,2019-04-01,Pc,TVConventional,0,all
SWE,all,2019-04-01,Brand,TVSPNS,0,all
SWE,all,2019-04-01,Brand,TVSponsoringLFP,4613,all
SWE,all,2019-04-01,Pc,TVSponsoringLFP,0,all
SWE,all,2019-04-01,Brand,TVStadium,58447,all
SWE,all,2019-04-01,Pc,TVStadium,0,all
SWE,all,2019-04-08,Brand,Display,0,all
SWE,all,2019-04-08,Pc,Display,1562,all
SWE,all,2019-04-08,Brand,Facebook,258,all
SWE,all,2019-04-08,Pc,Facebook,3243,all
SWE,all,2019-04-08,Brand,Google,5277,all
SWE,all,2019-04-08,Life,Google,305,all
SWE,all,2019-04-08,Pc,Google,34901,all
SWE,all,2019-04-08,Brand,MicrosoftBing,84,all
SWE,all,2019-04-08,Life,MicrosoftBing,0,all
SWE,all,2019-04-08,Pc,MicrosoftBing,79,all
SWE,all,2019-04-08,Brand,OOHAirport,0,all
SWE,all,2019-04-08,Brand,OOHSponsoringLFP,12000,all
SWE,all,2019-04-08,Brand,Print,8880,all
SWE,all,2019-04-08,Brand,Radio,0,all
SWE,all,2019-04-08,Brand,TVConventional,0,all
SWE,all,2019-04-08,Pc,TVConventional,0,all
SWE,all,2019-04-08,Brand,TVSPNS,0,all
SWE,all,2019-04-08,Brand,TVSponsoringLFP,7395,all
SWE,all,2019-04-08,Pc,TVSponsoringLFP,0,all
SWE,all,2019-04-08,Brand,TVStadium,58447,all
SWE,all,2019-04-08,Pc,TVStadium,0,all
SWE,all,2019-04-15,Brand,Display,0,all
SWE,all,2019-04-15,Pc,Display,2035,all
SWE,all,2019-04-15,Brand,Facebook,120,all
SWE,all,2019-04-15,Pc,Facebook,3187,all
SWE,all,2019-04-15,Brand,Google,4516,all
SWE,all,2019-04-15,Life,Google,278,all
SWE,all,2019-04-15,Pc,Google,30716,all
SWE,all,2019-04-15,Brand,MicrosoftBing,65,all
SWE,all,2019-04-15,Life,MicrosoftBing,1,all
SWE,all,2019-04-15,Pc,MicrosoftBing,65,all
SWE,all,2019-04-15,Brand,OOHAirport,0,all
SWE,all,2019-04-15,Brand,OOHSponsoringLFP,12000,all
SWE,all,2019-04-15,Brand,Print,8880,all
SWE,all,2019-04-15,Brand,Radio,0,all
SWE,all,2019-04-15,Brand,TVConventional,0,all
SWE,all,2019-04-15,Pc,TVConventional,0,all
SWE,all,2019-04-15,Brand,TVSPNS,0,all
SWE,all,2019-04-15,Brand,TVSponsoringLFP,4027,all
SWE,all,2019-04-15,Pc,TVSponsoringLFP,0,all
SWE,all,2019-04-15,Brand,TVStadium,58447,all
SWE,all,2019-04-15,Pc,TVStadium,0,all
SWE,all,2019-04-22,Brand,Display,0,all
SWE,all,2019-04-22,Pc,Display,2963,all
SWE,all,2019-04-22,Brand,Facebook,104,all
SWE,all,2019-04-22,Pc,Facebook,2542,all
SWE,all,2019-04-22,Brand,Google,3337,all
SWE,all,2019-04-22,Life,Google,282,all
SWE,all,2019-04-22,Pc,Google,14602,all
SWE,all,2019-04-22,Brand,MicrosoftBing,53,all
SWE,all,2019-04-22,Life,MicrosoftBing,1,all
SWE,all,2019-04-22,Pc,MicrosoftBing,54,all
SWE,all,2019-04-22,Brand,OOHAirport,0,all
SWE,all,2019-04-22,Brand,OOHSponsoringLFP,12000,all
SWE,all,2019-04-22,Brand,Print,8880,all
SWE,all,2019-04-22,Brand,Radio,0,all
SWE,all,2019-04-22,Brand,TVConventional,0,all
SWE,all,2019-04-22,Pc,TVConventional,0,all
SWE,all,2019-04-22,Brand,TVSPNS,0,all
SWE,all,2019-04-22,Brand,TVSponsoringLFP,4906,all
SWE,all,2019-04-22,Pc,TVSponsoringLFP,0,all
SWE,all,2019-04-22,Brand,TVStadium,58447,all
SWE,all,2019-04-22,Pc,TVStadium,0,all
SWE,all,2019-04-29,Brand,Display,0,all
SWE,all,2019-04-29,Pc,Display,3167,all
SWE,all,2019-04-29,Brand,Facebook,182,all
SWE,all,2019-04-29,Pc,Facebook,2178,all
SWE,all,2019-04-29,Brand,Google,4505,all
SWE,all,2019-04-29,Life,Google,507,all
SWE,all,2019-04-29,Pc,Google,21633,all
SWE,all,2019-04-29,Brand,MicrosoftBing,73,all
SWE,all,2019-04-29,Life,MicrosoftBing,2,all
SWE,all,2019-04-29,Pc,MicrosoftBing,60,all
SWE,all,2019-04-29,Brand,OOHAirport,0,all
SWE,all,2019-04-29,Brand,OOHSponsoringLFP,12000,all
SWE,all,2019-04-29,Brand,Print,8880,all
SWE,all,2019-04-29,Brand,Radio,0,all
SWE,all,2019-04-29,Brand,TVConventional,0,all
SWE,all,2019-04-29,Pc,TVConventional,0,all
SWE,all,2019-04-29,Brand,TVSPNS,11969,all
SWE,all,2019-04-29,Brand,TVSponsoringLFP,6151,all
SWE,all,2019-04-29,Pc,TVSponsoringLFP,0,all
SWE,all,2019-04-29,Brand,TVStadium,58447,all
SWE,all,2019-04-29,Pc,TVStadium,0,all
SWE,all,2019-05-06,Brand,Display,0,all
SWE,all,2019-05-06,Pc,Display,1748,all
SWE,all,2019-05-06,Brand,Facebook,249,all
SWE,all,2019-05-06,Pc,Facebook,3679,all
SWE,all,2019-05-06,Brand,Google,4661,all
SWE,all,2019-05-06,Life,Google,396,all
SWE,all,2019-05-06,Pc,Google,26380,all
SWE,all,2019-05-06,Brand,MicrosoftBing,70,all
SWE,all,2019-05-06,Life,MicrosoftBing,0,all
SWE,all,2019-05-06,Pc,MicrosoftBing,63,all
SWE,all,2019-05-06,Brand,OOHAirport,0,all
SWE,all,2019-05-06,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-05-06,Brand,Print,15064,all
SWE,all,2019-05-06,Brand,Radio,0,all
SWE,all,2019-05-06,Brand,TVConventional,0,all
SWE,all,2019-05-06,Pc,TVConventional,0,all
SWE,all,2019-05-06,Brand,TVSPNS,22703,all
SWE,all,2019-05-06,Brand,TVSponsoringLFP,5199,all
SWE,all,2019-05-06,Pc,TVSponsoringLFP,0,all
SWE,all,2019-05-06,Brand,TVStadium,58447,all
SWE,all,2019-05-06,Pc,TVStadium,0,all
SWE,all,2019-05-13,Brand,Display,0,all
SWE,all,2019-05-13,Pc,Display,1838,all
SWE,all,2019-05-13,Brand,Facebook,209,all
SWE,all,2019-05-13,Pc,Facebook,3422,all
SWE,all,2019-05-13,Brand,Google,4798,all
SWE,all,2019-05-13,Life,Google,264,all
SWE,all,2019-05-13,Pc,Google,30684,all
SWE,all,2019-05-13,Brand,MicrosoftBing,90,all
SWE,all,2019-05-13,Life,MicrosoftBing,0,all
SWE,all,2019-05-13,Pc,MicrosoftBing,52,all
SWE,all,2019-05-13,Brand,OOHAirport,0,all
SWE,all,2019-05-13,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-05-13,Brand,Print,15064,all
SWE,all,2019-05-13,Brand,Radio,0,all
SWE,all,2019-05-13,Brand,TVConventional,0,all
SWE,all,2019-05-13,Pc,TVConventional,0,all
SWE,all,2019-05-13,Brand,TVSPNS,25279,all
SWE,all,2019-05-13,Brand,TVSponsoringLFP,6370,all
SWE,all,2019-05-13,Pc,TVSponsoringLFP,0,all
SWE,all,2019-05-13,Brand,TVStadium,58447,all
SWE,all,2019-05-13,Pc,TVStadium,0,all
SWE,all,2019-05-20,Brand,Display,0,all
SWE,all,2019-05-20,Pc,Display,1890,all
SWE,all,2019-05-20,Brand,Facebook,172,all
SWE,all,2019-05-20,Pc,Facebook,3367,all
SWE,all,2019-05-20,Brand,Google,4683,all
SWE,all,2019-05-20,Life,Google,169,all
SWE,all,2019-05-20,Pc,Google,26592,all
SWE,all,2019-05-20,Brand,MicrosoftBing,84,all
SWE,all,2019-05-20,Life,MicrosoftBing,0,all
SWE,all,2019-05-20,Pc,MicrosoftBing,76,all
SWE,all,2019-05-20,Brand,OOHAirport,0,all
SWE,all,2019-05-20,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-05-20,Brand,Print,8880,all
SWE,all,2019-05-20,Brand,Radio,0,all
SWE,all,2019-05-20,Brand,TVConventional,0,all
SWE,all,2019-05-20,Pc,TVConventional,0,all
SWE,all,2019-05-20,Brand,TVSPNS,25226,all
SWE,all,2019-05-20,Brand,TVSponsoringLFP,5492,all
SWE,all,2019-05-20,Pc,TVSponsoringLFP,0,all
SWE,all,2019-05-20,Brand,TVStadium,0,all
SWE,all,2019-05-20,Pc,TVStadium,0,all
SWE,all,2019-05-27,Brand,Display,0,all
SWE,all,2019-05-27,Pc,Display,3304,all
SWE,all,2019-05-27,Brand,Facebook,163,all
SWE,all,2019-05-27,Pc,Facebook,3200,all
SWE,all,2019-05-27,Brand,Google,4655,all
SWE,all,2019-05-27,Life,Google,140,all
SWE,all,2019-05-27,Pc,Google,27021,all
SWE,all,2019-05-27,Brand,MicrosoftBing,94,all
SWE,all,2019-05-27,Life,MicrosoftBing,0,all
SWE,all,2019-05-27,Pc,MicrosoftBing,76,all
SWE,all,2019-05-27,Brand,OOHAirport,0,all
SWE,all,2019-05-27,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-05-27,Brand,Print,15064,all
SWE,all,2019-05-27,Brand,Radio,0,all
SWE,all,2019-05-27,Brand,TVConventional,0,all
SWE,all,2019-05-27,Pc,TVConventional,0,all
SWE,all,2019-05-27,Brand,TVSPNS,11593,all
SWE,all,2019-05-27,Brand,TVSponsoringLFP,3222,all
SWE,all,2019-05-27,Pc,TVSponsoringLFP,0,all
SWE,all,2019-05-27,Brand,TVStadium,0,all
SWE,all,2019-05-27,Pc,TVStadium,0,all
SWE,all,2019-06-03,Brand,Display,0,all
SWE,all,2019-06-03,Pc,Display,3583,all
SWE,all,2019-06-03,Brand,Facebook,156,all
SWE,all,2019-06-03,Pc,Facebook,1531,all
SWE,all,2019-06-03,Brand,Google,5248,all
SWE,all,2019-06-03,Life,Google,155,all
SWE,all,2019-06-03,Pc,Google,24301,all
SWE,all,2019-06-03,Brand,MicrosoftBing,96,all
SWE,all,2019-06-03,Life,MicrosoftBing,1,all
SWE,all,2019-06-03,Pc,MicrosoftBing,67,all
SWE,all,2019-06-03,Brand,OOHAirport,0,all
SWE,all,2019-06-03,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-06-03,Brand,Print,0,all
SWE,all,2019-06-03,Brand,Radio,0,all
SWE,all,2019-06-03,Brand,TVConventional,0,all
SWE,all,2019-06-03,Pc,TVConventional,0,all
SWE,all,2019-06-03,Brand,TVSPNS,25601,all
SWE,all,2019-06-03,Brand,TVSponsoringLFP,1245,all
SWE,all,2019-06-03,Pc,TVSponsoringLFP,0,all
SWE,all,2019-06-03,Brand,TVStadium,0,all
SWE,all,2019-06-03,Pc,TVStadium,0,all
SWE,all,2019-06-10,Brand,Display,0,all
SWE,all,2019-06-10,Pc,Display,2021,all
SWE,all,2019-06-10,Brand,Facebook,44,all
SWE,all,2019-06-10,Pc,Facebook,780,all
SWE,all,2019-06-10,Brand,Google,5588,all
SWE,all,2019-06-10,Life,Google,182,all
SWE,all,2019-06-10,Pc,Google,28653,all
SWE,all,2019-06-10,Brand,MicrosoftBing,94,all
SWE,all,2019-06-10,Life,MicrosoftBing,0,all
SWE,all,2019-06-10,Pc,MicrosoftBing,61,all
SWE,all,2019-06-10,Brand,OOHAirport,0,all
SWE,all,2019-06-10,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-06-10,Brand,Print,6184,all
SWE,all,2019-06-10,Brand,Radio,0,all
SWE,all,2019-06-10,Brand,TVConventional,0,all
SWE,all,2019-06-10,Pc,TVConventional,0,all
SWE,all,2019-06-10,Brand,TVSPNS,25601,all
SWE,all,2019-06-10,Brand,TVSponsoringLFP,5126,all
SWE,all,2019-06-10,Pc,TVSponsoringLFP,0,all
SWE,all,2019-06-10,Brand,TVStadium,0,all
SWE,all,2019-06-10,Pc,TVStadium,0,all
SWE,all,2019-06-17,Brand,Display,0,all
SWE,all,2019-06-17,Pc,Display,2389,all
SWE,all,2019-06-17,Brand,Facebook,7,all
SWE,all,2019-06-17,Pc,Facebook,203,all
SWE,all,2019-06-17,Brand,Google,5300,all
SWE,all,2019-06-17,Life,Google,1013,all
SWE,all,2019-06-17,Pc,Google,25624,all
SWE,all,2019-06-17,Brand,MicrosoftBing,91,all
SWE,all,2019-06-17,Life,MicrosoftBing,0,all
SWE,all,2019-06-17,Pc,MicrosoftBing,67,all
SWE,all,2019-06-17,Brand,OOHAirport,0,all
SWE,all,2019-06-17,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-06-17,Brand,Print,0,all
SWE,all,2019-06-17,Brand,Radio,0,all
SWE,all,2019-06-17,Brand,TVConventional,0,all
SWE,all,2019-06-17,Pc,TVConventional,0,all
SWE,all,2019-06-17,Brand,TVSPNS,21308,all
SWE,all,2019-06-17,Brand,TVSponsoringLFP,9373,all
SWE,all,2019-06-17,Pc,TVSponsoringLFP,0,all
SWE,all,2019-06-17,Brand,TVStadium,0,all
SWE,all,2019-06-17,Pc,TVStadium,0,all
SWE,all,2019-06-24,Brand,Display,0,all
SWE,all,2019-06-24,Pc,Display,1321,all
SWE,all,2019-06-24,Brand,Facebook,47,all
SWE,all,2019-06-24,Pc,Facebook,2972,all
SWE,all,2019-06-24,Brand,Google,5495,all
SWE,all,2019-06-24,Life,Google,1526,all
SWE,all,2019-06-24,Pc,Google,22921,all
SWE,all,2019-06-24,Brand,MicrosoftBing,80,all
SWE,all,2019-06-24,Life,MicrosoftBing,0,all
SWE,all,2019-06-24,Pc,MicrosoftBing,50,all
SWE,all,2019-06-24,Brand,OOHAirport,0,all
SWE,all,2019-06-24,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-06-24,Brand,Print,6184,all
SWE,all,2019-06-24,Brand,Radio,0,all
SWE,all,2019-06-24,Brand,TVConventional,0,all
SWE,all,2019-06-24,Pc,TVConventional,0,all
SWE,all,2019-06-24,Brand,TVSPNS,17068,all
SWE,all,2019-06-24,Brand,TVSponsoringLFP,5199,all
SWE,all,2019-06-24,Pc,TVSponsoringLFP,0,all
SWE,all,2019-06-24,Brand,TVStadium,0,all
SWE,all,2019-06-24,Pc,TVStadium,0,all
SWE,all,2019-07-01,Brand,Display,0,all
SWE,all,2019-07-01,Pc,Display,3008,all
SWE,all,2019-07-01,Brand,Facebook,27,all
SWE,all,2019-07-01,Pc,Facebook,2435,all
SWE,all,2019-07-01,Brand,Google,6173,all
SWE,all,2019-07-01,Life,Google,248,all
SWE,all,2019-07-01,Pc,Google,23193,all
SWE,all,2019-07-01,Brand,MicrosoftBing,92,all
SWE,all,2019-07-01,Life,MicrosoftBing,0,all
SWE,all,2019-07-01,Pc,MicrosoftBing,62,all
SWE,all,2019-07-01,Brand,OOHAirport,0,all
SWE,all,2019-07-01,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-07-01,Brand,Print,0,all
SWE,all,2019-07-01,Brand,Radio,0,all
SWE,all,2019-07-01,Brand,TVConventional,0,all
SWE,all,2019-07-01,Pc,TVConventional,0,all
SWE,all,2019-07-01,Brand,TVSPNS,18570,all
SWE,all,2019-07-01,Brand,TVSponsoringLFP,2636,all
SWE,all,2019-07-01,Pc,TVSponsoringLFP,0,all
SWE,all,2019-07-01,Brand,TVStadium,0,all
SWE,all,2019-07-01,Pc,TVStadium,0,all
SWE,all,2019-07-08,Brand,Display,0,all
SWE,all,2019-07-08,Pc,Display,4247,all
SWE,all,2019-07-08,Brand,Facebook,49,all
SWE,all,2019-07-08,Pc,Facebook,2064,all
SWE,all,2019-07-08,Brand,Google,6842,all
SWE,all,2019-07-08,Life,Google,190,all
SWE,all,2019-07-08,Pc,Google,27599,all
SWE,all,2019-07-08,Brand,MicrosoftBing,93,all
SWE,all,2019-07-08,Life,MicrosoftBing,0,all
SWE,all,2019-07-08,Pc,MicrosoftBing,67,all
SWE,all,2019-07-08,Brand,OOHAirport,0,all
SWE,all,2019-07-08,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-07-08,Brand,Print,6184,all
SWE,all,2019-07-08,Brand,Radio,0,all
SWE,all,2019-07-08,Brand,TVConventional,0,all
SWE,all,2019-07-08,Pc,TVConventional,0,all
SWE,all,2019-07-08,Brand,TVSPNS,12291,all
SWE,all,2019-07-08,Brand,TVSponsoringLFP,0,all
SWE,all,2019-07-08,Pc,TVSponsoringLFP,0,all
SWE,all,2019-07-08,Brand,TVStadium,0,all
SWE,all,2019-07-08,Pc,TVStadium,0,all
SWE,all,2019-07-15,Brand,Display,0,all
SWE,all,2019-07-15,Pc,Display,4352,all
SWE,all,2019-07-15,Brand,Facebook,33,all
SWE,all,2019-07-15,Pc,Facebook,2454,all
SWE,all,2019-07-15,Brand,Google,5905,all
SWE,all,2019-07-15,Life,Google,157,all
SWE,all,2019-07-15,Pc,Google,24417,all
SWE,all,2019-07-15,Brand,MicrosoftBing,91,all
SWE,all,2019-07-15,Life,MicrosoftBing,1,all
SWE,all,2019-07-15,Pc,MicrosoftBing,78,all
SWE,all,2019-07-15,Brand,OOHAirport,0,all
SWE,all,2019-07-15,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-07-15,Brand,Print,6079,all
SWE,all,2019-07-15,Brand,Radio,0,all
SWE,all,2019-07-15,Brand,TVConventional,0,all
SWE,all,2019-07-15,Pc,TVConventional,0,all
SWE,all,2019-07-15,Brand,TVSPNS,0,all
SWE,all,2019-07-15,Brand,TVSponsoringLFP,0,all
SWE,all,2019-07-15,Pc,TVSponsoringLFP,0,all
SWE,all,2019-07-15,Brand,TVStadium,0,all
SWE,all,2019-07-15,Pc,TVStadium,0,all
SWE,all,2019-07-22,Brand,Display,0,all
SWE,all,2019-07-22,Pc,Display,1709,all
SWE,all,2019-07-22,Brand,Facebook,62,all
SWE,all,2019-07-22,Pc,Facebook,1883,all
SWE,all,2019-07-22,Brand,Google,5914,all
SWE,all,2019-07-22,Life,Google,435,all
SWE,all,2019-07-22,Pc,Google,24238,all
SWE,all,2019-07-22,Brand,MicrosoftBing,79,all
SWE,all,2019-07-22,Life,MicrosoftBing,0,all
SWE,all,2019-07-22,Pc,MicrosoftBing,76,all
SWE,all,2019-07-22,Brand,OOHAirport,0,all
SWE,all,2019-07-22,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-07-22,Brand,Print,12263,all
SWE,all,2019-07-22,Brand,Radio,0,all
SWE,all,2019-07-22,Brand,TVConventional,0,all
SWE,all,2019-07-22,Pc,TVConventional,0,all
SWE,all,2019-07-22,Brand,TVSPNS,0,all
SWE,all,2019-07-22,Brand,TVSponsoringLFP,0,all
SWE,all,2019-07-22,Pc,TVSponsoringLFP,0,all
SWE,all,2019-07-22,Brand,TVStadium,0,all
SWE,all,2019-07-22,Pc,TVStadium,0,all
SWE,all,2019-07-29,Brand,Display,0,all
SWE,all,2019-07-29,Pc,Display,1253,all
SWE,all,2019-07-29,Brand,Facebook,59,all
SWE,all,2019-07-29,Pc,Facebook,1872,all
SWE,all,2019-07-29,Brand,Google,6195,all
SWE,all,2019-07-29,Life,Google,406,all
SWE,all,2019-07-29,Pc,Google,28344,all
SWE,all,2019-07-29,Brand,MicrosoftBing,87,all
SWE,all,2019-07-29,Life,MicrosoftBing,0,all
SWE,all,2019-07-29,Pc,MicrosoftBing,65,all
SWE,all,2019-07-29,Brand,OOHAirport,0,all
SWE,all,2019-07-29,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-07-29,Brand,Print,6079,all
SWE,all,2019-07-29,Brand,Radio,0,all
SWE,all,2019-07-29,Brand,TVConventional,0,all
SWE,all,2019-07-29,Pc,TVConventional,0,all
SWE,all,2019-07-29,Brand,TVSPNS,0,all
SWE,all,2019-07-29,Brand,TVSponsoringLFP,0,all
SWE,all,2019-07-29,Pc,TVSponsoringLFP,0,all
SWE,all,2019-07-29,Brand,TVStadium,0,all
SWE,all,2019-07-29,Pc,TVStadium,0,all
SWE,all,2019-08-05,Brand,Display,0,all
SWE,all,2019-08-05,Pc,Display,1439,all
SWE,all,2019-08-05,Brand,Facebook,99,all
SWE,all,2019-08-05,Pc,Facebook,2779,all
SWE,all,2019-08-05,Brand,Google,6948,all
SWE,all,2019-08-05,Life,Google,384,all
SWE,all,2019-08-05,Pc,Google,25868,all
SWE,all,2019-08-05,Brand,MicrosoftBing,99,all
SWE,all,2019-08-05,Life,MicrosoftBing,1,all
SWE,all,2019-08-05,Pc,MicrosoftBing,86,all
SWE,all,2019-08-05,Brand,OOHAirport,43311,all
SWE,all,2019-08-05,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-08-05,Brand,Print,12263,all
SWE,all,2019-08-05,Brand,Radio,0,all
SWE,all,2019-08-05,Brand,TVConventional,0,all
SWE,all,2019-08-05,Pc,TVConventional,0,all
SWE,all,2019-08-05,Brand,TVSPNS,0,all
SWE,all,2019-08-05,Brand,TVSponsoringLFP,0,all
SWE,all,2019-08-05,Pc,TVSponsoringLFP,0,all
SWE,all,2019-08-05,Brand,TVStadium,0,all
SWE,all,2019-08-05,Pc,TVStadium,0,all
SWE,all,2019-08-12,Brand,Display,0,all
SWE,all,2019-08-12,Pc,Display,2253,all
SWE,all,2019-08-12,Brand,Facebook,152,all
SWE,all,2019-08-12,Pc,Facebook,2349,all
SWE,all,2019-08-12,Brand,Google,5923,all
SWE,all,2019-08-12,Life,Google,445,all
SWE,all,2019-08-12,Pc,Google,24205,all
SWE,all,2019-08-12,Brand,MicrosoftBing,82,all
SWE,all,2019-08-12,Life,MicrosoftBing,1,all
SWE,all,2019-08-12,Pc,MicrosoftBing,57,all
SWE,all,2019-08-12,Brand,OOHAirport,43311,all
SWE,all,2019-08-12,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-08-12,Brand,Print,21681,all
SWE,all,2019-08-12,Brand,Radio,0,all
SWE,all,2019-08-12,Brand,TVConventional,0,all
SWE,all,2019-08-12,Pc,TVConventional,0,all
SWE,all,2019-08-12,Brand,TVSPNS,0,all
SWE,all,2019-08-12,Brand,TVSponsoringLFP,0,all
SWE,all,2019-08-12,Pc,TVSponsoringLFP,0,all
SWE,all,2019-08-12,Brand,TVStadium,0,all
SWE,all,2019-08-12,Pc,TVStadium,0,all
SWE,all,2019-08-19,Brand,Display,0,all
SWE,all,2019-08-19,Pc,Display,1942,all
SWE,all,2019-08-19,Brand,Facebook,44,all
SWE,all,2019-08-19,Pc,Facebook,1853,all
SWE,all,2019-08-19,Brand,Google,4871,all
SWE,all,2019-08-19,Life,Google,291,all
SWE,all,2019-08-19,Pc,Google,20636,all
SWE,all,2019-08-19,Brand,MicrosoftBing,60,all
SWE,all,2019-08-19,Life,MicrosoftBing,0,all
SWE,all,2019-08-19,Pc,MicrosoftBing,46,all
SWE,all,2019-08-19,Brand,OOHAirport,43311,all
SWE,all,2019-08-19,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-08-19,Brand,Print,15604,all
SWE,all,2019-08-19,Brand,Radio,0,all
SWE,all,2019-08-19,Brand,TVConventional,0,all
SWE,all,2019-08-19,Pc,TVConventional,0,all
SWE,all,2019-08-19,Brand,TVSPNS,0,all
SWE,all,2019-08-19,Brand,TVSponsoringLFP,7908,all
SWE,all,2019-08-19,Pc,TVSponsoringLFP,0,all
SWE,all,2019-08-19,Brand,TVStadium,58447,all
SWE,all,2019-08-19,Pc,TVStadium,0,all
SWE,all,2019-08-26,Brand,Display,0,all
SWE,all,2019-08-26,Pc,Display,2421,all
SWE,all,2019-08-26,Brand,Facebook,29,all
SWE,all,2019-08-26,Pc,Facebook,3087,all
SWE,all,2019-08-26,Brand,Google,6518,all
SWE,all,2019-08-26,Life,Google,398,all
SWE,all,2019-08-26,Pc,Google,17908,all
SWE,all,2019-08-26,Brand,MicrosoftBing,67,all
SWE,all,2019-08-26,Life,MicrosoftBing,0,all
SWE,all,2019-08-26,Pc,MicrosoftBing,63,all
SWE,all,2019-08-26,Brand,OOHAirport,43311,all
SWE,all,2019-08-26,Brand,OOHSponsoringLFP,0,all
SWE,all,2019-08-26,Brand,Print,9369,all
SWE,all,2019-08-26,Brand,Radio,0,all
SWE,all,2019-08-26,Brand,TVConventional,0,all
SWE,all,2019-08-26,Pc,TVConventional,0,all
SWE,all,2019-08-26,Brand,TVSPNS,0,all
SWE,all,2019-08-26,Brand,TVSponsoringLFP,5858,all
SWE,all,2019-08-26,Pc,TVSponsoringLFP,0,all
SWE,all,2019-08-26,Brand,TVStadium,58447,all
SWE,all,2019-08-26,Pc,TVStadium,0,all
SWE,all,2019-09-02,Brand,Display,0,all
SWE,all,2019-09-02,Pc,Display,2997,all
SWE,all,2019-09-02,Brand,Facebook,48,all
