Country,Region,Date,Brand,Metric,Value,Grouping
SWE,all,2018-12-03,CoolInsurance,Consideration,28.23,all
SWE,all,2018-12-03,AwesomeInsurance,Penetration,35.23,all
SWE,all,2018-12-03,BestInsurance,Penetration,36.33,all
SWE,all,2018-12-03,CoolInsurance,Penetration,37.05,all
SWE,all,2018-12-03,AwesomeInsurance,Purchase Intent,22.07,all
SWE,all,2018-12-03,AwesomeInsurance,Buzz,38.82,all
SWE,all,2018-12-03,AwesomeInsurance,Wom,26.64,all
SWE,all,2018-12-03,AwesomeInsurance,Recommendation,50.95,all
SWE,all,2018-12-03,AwesomeInsurance,Satisfaction,10.83,all
SWE,all,2018-12-03,CoolInsurance,Satisfaction,12.44,all
SWE,all,2018-12-03,AwesomeInsurance,Likability,37.04,all
SWE,all,2018-12-03,AwesomeInsurance,Quality,72.56,all
SWE,all,2018-12-03,CoolInsurance,Quality,81.18,all
SWE,all,2018-12-03,AwesomeInsurance,Impression,11.77,all
SWE,all,2018-12-03,CoolInsurance,Impression,10.61,all
SWE,all,2018-12-10,AwesomeInsurance,Unaided Awareness,64.81,all
SWE,all,2018-12-10,CoolInsurance,Unaided Awareness,58.49,all
SWE,all,2018-12-10,AwesomeInsurance,Aided Awareness,93.03,all
SWE,all,2018-12-10,CoolInsurance,Aided Awareness,82.58,all
SWE,all,2018-12-10,AwesomeInsurance,Consideration,32.55,all
SWE,all,2018-12-10,BestInsurance,Consideration,33.32,all
SWE,all,2018-12-10,CoolInsurance,Consideration,25.04,all
SWE,all,2018-12-10,AwesomeInsurance,Penetration,35.11,all
SWE,all,2018-12-10,BestInsurance,Penetration,34.34,all
SWE,all,2018-12-10,CoolInsurance,Penetration,37.52,all
SWE,all,2018-12-10,AwesomeInsurance,Purchase Intent,21.34,all
SWE,all,2018-12-10,AwesomeInsurance,Buzz,33.74,all
SWE,all,2018-12-10,AwesomeInsurance,Wom,26.22,all
SWE,all,2018-12-10,AwesomeInsurance,Recommendation,44.19,all
SWE,all,2018-12-10,AwesomeInsurance,Satisfaction,12.1,all
SWE,all,2018-12-10,CoolInsurance,Satisfaction,12.62,all
SWE,all,2018-12-10,AwesomeInsurance,Likability,34.88,all
SWE,all,2018-12-10,AwesomeInsurance,Quality,73.16,all
SWE,all,2018-12-10,CoolInsurance,Quality,81.91,all
SWE,all,2018-12-10,AwesomeInsurance,Impression,12.58,all
SWE,all,2018-12-10,CoolInsurance,Impression,10.01,all
SWE,all,2018-12-17,AwesomeInsurance,Unaided Awareness,60.17,all
SWE,all,2018-12-17,CoolInsurance,Unaided Awareness,55.87,all
SWE,all,2018-12-17,AwesomeInsurance,Aided Awareness,90.28,all
SWE,all,2018-12-17,CoolInsurance,Aided Awareness,77.07,all
SWE,all,2018-12-17,AwesomeInsurance,Consideration,27.4,all
SWE,all,2018-12-17,BestInsurance,Consideration,28.24,all
SWE,all,2018-12-17,CoolInsurance,Consideration,26.78,all
SWE,all,2018-12-17,AwesomeInsurance,Penetration,37.77,all
SWE,all,2018-12-17,BestInsurance,Penetration,30.64,all
SWE,all,2018-12-17,CoolInsurance,Penetration,35.18,all
SWE,all,2018-12-17,AwesomeInsurance,Purchase Intent,19.85,all
SWE,all,2018-12-17,AwesomeInsurance,Buzz,34.47,all
SWE,all,2018-12-17,AwesomeInsurance,Wom,24.25,all
SWE,all,2018-12-17,AwesomeInsurance,Recommendation,49.66,all
SWE,all,2018-12-17,AwesomeInsurance,Satisfaction,12.67,all
SWE,all,2018-12-17,CoolInsurance,Satisfaction,11.78,all
SWE,all,2018-12-17,AwesomeInsurance,Likability,33.32,all
SWE,all,2018-12-17,AwesomeInsurance,Quality,74.85,all
SWE,all,2018-12-17,CoolInsurance,Quality,90.86,all
SWE,all,2018-12-17,AwesomeInsurance,Impression,10.15,all
SWE,all,2018-12-17,CoolInsurance,Impression,10.98,all
SWE,all,2018-12-24,AwesomeInsurance,Unaided Awareness,64.85,all
SWE,all,2018-12-24,CoolInsurance,Unaided Awareness,54.2,all
SWE,all,2018-12-24,AwesomeInsurance,Aided Awareness,81.66,all
SWE,all,2018-12-24,CoolInsurance,Aided Awareness,83.34,all
SWE,all,2018-12-24,AwesomeInsurance,Consideration,30.85,all
SWE,all,2018-12-24,BestInsurance,Consideration,32.52,all
SWE,all,2018-12-24,CoolInsurance,Consideration,26.58,all
SWE,all,2018-12-24,AwesomeInsurance,Penetration,38.05,all
SWE,all,2018-12-24,BestInsurance,Penetration,34.2,all
SWE,all,2018-12-24,CoolInsurance,Penetration,36.46,all
SWE,all,2018-12-24,AwesomeInsurance,Purchase Intent,17.4,all
SWE,all,2018-12-24,AwesomeInsurance,Buzz,39.69,all
SWE,all,2018-12-24,AwesomeInsurance,Wom,25.95,all
SWE,all,2018-12-24,AwesomeInsurance,Recommendation,40.53,all
SWE,all,2018-12-24,AwesomeInsurance,Satisfaction,11.29,all
SWE,all,2018-12-24,CoolInsurance,Satisfaction,12.99,all
SWE,all,2018-12-24,AwesomeInsurance,Likability,33.12,all
SWE,all,2018-12-24,AwesomeInsurance,Quality,79.81,all
SWE,all,2018-12-24,CoolInsurance,Quality,79.15,all
SWE,all,2018-12-24,AwesomeInsurance,Impression,10.1,all
SWE,all,2018-12-24,CoolInsurance,Impression,12.27,all
SWE,all,2018-12-31,AwesomeInsurance,Unaided Awareness,51.76,all
SWE,all,2018-12-31,CoolInsurance,Unaided Awareness,54.98,all
SWE,all,2018-12-31,AwesomeInsurance,Aided Awareness,88.25,all
SWE,all,2018-12-31,CoolInsurance,Aided Awareness,91.19,all
SWE,all,2018-12-31,AwesomeInsurance,Consideration,33.31,all
SWE,all,2018-12-31,BestInsurance,Consideration,29.24,all
SWE,all,2018-12-31,CoolInsurance,Consideration,30.47,all
SWE,all,2018-12-31,AwesomeInsurance,Penetration,32.32,all
SWE,all,2018-12-31,BestInsurance,Penetration,36.03,all
SWE,all,2018-12-31,CoolInsurance,Penetration,30.26,all
SWE,all,2018-12-31,AwesomeInsurance,Purchase Intent,19.48,all
SWE,all,2018-12-31,AwesomeInsurance,Buzz,34.83,all
SWE,all,2018-12-31,AwesomeInsurance,Wom,25.05,all
SWE,all,2018-12-31,AwesomeInsurance,Recommendation,42.72,all
SWE,all,2018-12-31,AwesomeInsurance,Satisfaction,10.86,all
SWE,all,2018-12-31,CoolInsurance,Satisfaction,11.09,all
SWE,all,2018-12-31,AwesomeInsurance,Likability,32.74,all
SWE,all,2018-12-31,AwesomeInsurance,Quality,78.19,all
SWE,all,2018-12-31,CoolInsurance,Quality,82.54,all
SWE,all,2018-12-31,AwesomeInsurance,Impression,12.5,all
SWE,all,2018-12-31,CoolInsurance,Impression,11.27,all
SWE,all,2019-01-07,AwesomeInsurance,Unaided Awareness,59.35,all
SWE,all,2019-01-07,CoolInsurance,Unaided Awareness,65.66,all
SWE,all,2019-01-07,AwesomeInsurance,Aided Awareness,82.51,all
SWE,all,2019-01-07,CoolInsurance,Aided Awareness,70.88,all
SWE,all,2019-01-07,AwesomeInsurance,Consideration,27.4,all
SWE,all,2019-01-07,BestInsurance,Consideration,28.91,all
SWE,all,2019-01-07,CoolInsurance,Consideration,26.42,all
SWE,all,2019-01-07,AwesomeInsurance,Penetration,38.14,all
SWE,all,2019-01-07,BestInsurance,Penetration,38.89,all
SWE,all,2019-01-07,CoolInsurance,Penetration,37.58,all
SWE,all,2019-01-07,AwesomeInsurance,Purchase Intent,20.15,all
SWE,all,2019-01-07,AwesomeInsurance,Buzz,37.63,all
SWE,all,2019-01-07,AwesomeInsurance,Wom,21.95,all
SWE,all,2019-01-07,AwesomeInsurance,Recommendation,45.97,all
SWE,all,2019-01-07,AwesomeInsurance,Satisfaction,13.17,all
SWE,all,2019-01-07,CoolInsurance,Satisfaction,12.34,all
SWE,all,2019-01-07,AwesomeInsurance,Likability,30.52,all
SWE,all,2019-01-07,AwesomeInsurance,Quality,87.83,all
SWE,all,2019-01-07,CoolInsurance,Quality,79.75,all
SWE,all,2019-01-07,AwesomeInsurance,Impression,11.75,all
SWE,all,2019-01-07,CoolInsurance,Impression,11.0,all
SWE,all,2019-01-14,AwesomeInsurance,Unaided Awareness,57.48,all
SWE,all,2019-01-14,CoolInsurance,Unaided Awareness,52.08,all
SWE,all,2019-01-14,AwesomeInsurance,Aided Awareness,76.13,all
SWE,all,2019-01-14,CoolInsurance,Aided Awareness,72.24,all
SWE,all,2019-01-14,AwesomeInsurance,Consideration,29.3,all
SWE,all,2019-01-14,BestInsurance,Consideration,26.94,all
SWE,all,2019-01-14,CoolInsurance,Consideration,26.99,all
SWE,all,2019-01-14,AwesomeInsurance,Penetration,36.9,all
SWE,all,2019-01-14,BestInsurance,Penetration,36.46,all
SWE,all,2019-01-14,CoolInsurance,Penetration,34.1,all
SWE,all,2019-01-14,AwesomeInsurance,Purchase Intent,22.08,all
SWE,all,2019-01-14,AwesomeInsurance,Buzz,32.6,all
SWE,all,2019-01-14,AwesomeInsurance,Wom,22.98,all
SWE,all,2019-01-14,AwesomeInsurance,Recommendation,41.19,all
SWE,all,2019-01-14,AwesomeInsurance,Satisfaction,12.39,all
SWE,all,2019-01-14,CoolInsurance,Satisfaction,11.85,all
SWE,all,2019-01-14,AwesomeInsurance,Likability,38.76,all
SWE,all,2019-01-14,AwesomeInsurance,Quality,87.64,all
SWE,all,2019-01-14,CoolInsurance,Quality,79.24,all
SWE,all,2019-01-14,AwesomeInsurance,Impression,11.66,all
SWE,all,2019-01-14,CoolInsurance,Impression,11.32,all
SWE,all,2019-01-21,AwesomeInsurance,Unaided Awareness,61.57,all
SWE,all,2019-01-21,CoolInsurance,Unaided Awareness,63.89,all
SWE,all,2019-01-21,AwesomeInsurance,Aided Awareness,74.92,all
SWE,all,2019-01-21,CoolInsurance,Aided Awareness,89.13,all
SWE,all,2019-01-21,AwesomeInsurance,Consideration,26.44,all
SWE,all,2019-01-21,BestInsurance,Consideration,32.88,all
SWE,all,2019-01-21,CoolInsurance,Consideration,27.33,all
SWE,all,2019-01-21,AwesomeInsurance,Penetration,34.53,all
SWE,all,2019-01-21,BestInsurance,Penetration,30.12,all
SWE,all,2019-01-21,CoolInsurance,Penetration,31.73,all
SWE,all,2019-01-21,AwesomeInsurance,Purchase Intent,19.81,all
SWE,all,2019-01-21,AwesomeInsurance,Buzz,39.53,all
SWE,all,2019-01-21,AwesomeInsurance,Wom,22.75,all
SWE,all,2019-01-21,AwesomeInsurance,Recommendation,51.54,all
SWE,all,2019-01-21,AwesomeInsurance,Satisfaction,13.1,all
SWE,all,2019-01-21,CoolInsurance,Satisfaction,12.48,all
SWE,all,2019-01-21,AwesomeInsurance,Likability,32.67,all
SWE,all,2019-01-21,AwesomeInsurance,Quality,78.53,all
SWE,all,2019-01-21,CoolInsurance,Quality,70.45,all
SWE,all,2019-01-21,AwesomeInsurance,Impression,10.84,all
SWE,all,2019-01-21,CoolInsurance,Impression,11.1,all
SWE,all,2019-01-28,AwesomeInsurance,Unaided Awareness,51.08,all
SWE,all,2019-01-28,CoolInsurance,Unaided Awareness,60.46,all
SWE,all,2019-01-28,AwesomeInsurance,Aided Awareness,73.07,all
SWE,all,2019-01-28,CoolInsurance,Aided Awareness,85.78,all
SWE,all,2019-01-28,AwesomeInsurance,Consideration,26.12,all
SWE,all,2019-01-28,BestInsurance,Consideration,25.79,all
SWE,all,2019-01-28,CoolInsurance,Consideration,25.41,all
SWE,all,2019-01-28,AwesomeInsurance,Penetration,35.77,all
SWE,all,2019-01-28,BestInsurance,Penetration,34.96,all
SWE,all,2019-01-28,CoolInsurance,Penetration,37.0,all
SWE,all,2019-01-28,AwesomeInsurance,Purchase Intent,20.87,all
SWE,all,2019-01-28,AwesomeInsurance,Buzz,35.92,all
SWE,all,2019-01-28,AwesomeInsurance,Wom,21.61,all
SWE,all,2019-01-28,AwesomeInsurance,Recommendation,52.98,all
SWE,all,2019-01-28,AwesomeInsurance,Satisfaction,10.84,all
SWE,all,2019-01-28,CoolInsurance,Satisfaction,10.25,all
SWE,all,2019-01-28,AwesomeInsurance,Likability,34.79,all
SWE,all,2019-01-28,AwesomeInsurance,Quality,75.49,all
SWE,all,2019-01-28,CoolInsurance,Quality,77.38,all
SWE,all,2019-01-28,AwesomeInsurance,Impression,10.96,all
SWE,all,2019-01-28,CoolInsurance,Impression,10.74,all
SWE,all,2019-02-04,AwesomeInsurance,Unaided Awareness,61.99,all
SWE,all,2019-02-04,CoolInsurance,Unaided Awareness,61.84,all
SWE,all,2019-02-04,AwesomeInsurance,Aided Awareness,70.97,all
SWE,all,2019-02-04,CoolInsurance,Aided Awareness,90.01,all
SWE,all,2019-02-04,AwesomeInsurance,Consideration,30.89,all
SWE,all,2019-02-04,BestInsurance,Consideration,31.3,all
SWE,all,2019-02-04,CoolInsurance,Consideration,29.45,all
SWE,all,2019-02-04,AwesomeInsurance,Penetration,38.66,all
SWE,all,2019-02-04,BestInsurance,Penetration,35.79,all
SWE,all,2019-02-04,CoolInsurance,Penetration,35.39,all
SWE,all,2019-02-04,AwesomeInsurance,Purchase Intent,17.38,all
SWE,all,2019-02-04,AwesomeInsurance,Buzz,31.67,all
SWE,all,2019-02-04,AwesomeInsurance,Wom,25.09,all
SWE,all,2019-02-04,AwesomeInsurance,Recommendation,52.75,all
SWE,all,2019-02-04,AwesomeInsurance,Satisfaction,12.63,all
SWE,all,2019-02-04,CoolInsurance,Satisfaction,12.51,all
SWE,all,2019-02-04,AwesomeInsurance,Likability,35.4,all
SWE,all,2019-02-04,AwesomeInsurance,Quality,91.83,all
SWE,all,2019-02-04,CoolInsurance,Quality,78.95,all
SWE,all,2019-02-04,AwesomeInsurance,Impression,10.36,all
SWE,all,2019-02-04,CoolInsurance,Impression,11.65,all
SWE,all,2019-02-11,AwesomeInsurance,Unaided Awareness,64.19,all
SWE,all,2019-02-11,CoolInsurance,Unaided Awareness,62.34,all
SWE,all,2019-02-11,AwesomeInsurance,Aided Awareness,88.7,all
SWE,all,2019-02-11,CoolInsurance,Aided Awareness,92.9,all
SWE,all,2019-02-11,AwesomeInsurance,Consideration,26.53,all
SWE,all,2019-02-11,BestInsurance,Consideration,32.76,all
SWE,all,2019-02-11,CoolInsurance,Consideration,31.33,all
SWE,all,2019-02-11,AwesomeInsurance,Penetration,30.32,all
SWE,all,2019-02-11,BestInsurance,Penetration,35.72,all
SWE,all,2019-02-11,CoolInsurance,Penetration,33.99,all
SWE,all,2019-02-11,AwesomeInsurance,Purchase Intent,20.33,all
SWE,all,2019-02-11,AwesomeInsurance,Buzz,35.02,all
SWE,all,2019-02-11,AwesomeInsurance,Wom,20.89,all
SWE,all,2019-02-11,AwesomeInsurance,Recommendation,50.79,all
SWE,all,2019-02-11,AwesomeInsurance,Satisfaction,10.87,all
SWE,all,2019-02-11,CoolInsurance,Satisfaction,10.16,all
SWE,all,2019-02-11,AwesomeInsurance,Likability,31.25,all
SWE,all,2019-02-11,AwesomeInsurance,Quality,83.04,all
SWE,all,2019-02-11,CoolInsurance,Quality,74.34,all
SWE,all,2019-02-11,AwesomeInsurance,Impression,10.03,all
SWE,all,2019-02-11,CoolInsurance,Impression,10.8,all
SWE,all,2019-02-18,AwesomeInsurance,Unaided Awareness,54.9,all
SWE,all,2019-02-18,CoolInsurance,Unaided Awareness,51.17,all
SWE,all,2019-02-18,AwesomeInsurance,Aided Awareness,73.25,all
SWE,all,2019-02-18,CoolInsurance,Aided Awareness,72.89,all
SWE,all,2019-02-18,AwesomeInsurance,Consideration,32.67,all
SWE,all,2019-02-18,BestInsurance,Consideration,32.51,all
SWE,all,2019-02-18,CoolInsurance,Consideration,25.9,all
SWE,all,2019-02-18,AwesomeInsurance,Penetration,33.69,all
SWE,all,2019-02-18,BestInsurance,Penetration,37.33,all
SWE,all,2019-02-18,CoolInsurance,Penetration,33.14,all
SWE,all,2019-02-18,AwesomeInsurance,Purchase Intent,17.69,all
SWE,all,2019-02-18,AwesomeInsurance,Buzz,35.62,all
SWE,all,2019-02-18,AwesomeInsurance,Wom,20.77,all
SWE,all,2019-02-18,AwesomeInsurance,Recommendation,48.57,all
SWE,all,2019-02-18,AwesomeInsurance,Satisfaction,11.34,all
SWE,all,2019-02-18,CoolInsurance,Satisfaction,12.02,all
SWE,all,2019-02-18,AwesomeInsurance,Likability,30.32,all
SWE,all,2019-02-18,AwesomeInsurance,Quality,70.54,all
SWE,all,2019-02-18,CoolInsurance,Quality,83.76,all
SWE,all,2019-02-18,AwesomeInsurance,Impression,11.12,all
SWE,all,2019-02-18,CoolInsurance,Impression,12.8,all
SWE,all,2019-02-25,AwesomeInsurance,Unaided Awareness,59.54,all
SWE,all,2019-02-25,CoolInsurance,Unaided Awareness,60.54,all
SWE,all,2019-02-25,AwesomeInsurance,Aided Awareness,78.66,all
SWE,all,2019-02-25,CoolInsurance,Aided Awareness,71.49,all
SWE,all,2019-02-25,AwesomeInsurance,Consideration,26.82,all
SWE,all,2019-02-25,BestInsurance,Consideration,29.63,all
SWE,all,2019-02-25,CoolInsurance,Consideration,27.29,all
SWE,all,2019-02-25,AwesomeInsurance,Penetration,39.45,all
SWE,all,2019-02-25,BestInsurance,Penetration,31.84,all
SWE,all,2019-02-25,CoolInsurance,Penetration,33.82,all
SWE,all,2019-02-25,AwesomeInsurance,Purchase Intent,18.04,all
SWE,all,2019-02-25,AwesomeInsurance,Buzz,38.13,all
SWE,all,2019-02-25,AwesomeInsurance,Wom,26.13,all
SWE,all,2019-02-25,AwesomeInsurance,Recommendation,47.27,all
SWE,all,2019-02-25,AwesomeInsurance,Satisfaction,10.76,all
SWE,all,2019-02-25,CoolInsurance,Satisfaction,11.52,all
SWE,all,2019-02-25,AwesomeInsurance,Likability,37.64,all
SWE,all,2019-02-25,AwesomeInsurance,Quality,84.63,all
SWE,all,2019-02-25,CoolInsurance,Quality,76.69,all
SWE,all,2019-02-25,AwesomeInsurance,Impression,10.12,all
SWE,all,2019-02-25,CoolInsurance,Impression,11.84,all
SWE,all,2019-03-04,AwesomeInsurance,Unaided Awareness,50.74,all
SWE,all,2019-03-04,CoolInsurance,Unaided Awareness,60.26,all
SWE,all,2019-03-04,AwesomeInsurance,Aided Awareness,79.66,all
SWE,all,2019-03-04,CoolInsurance,Aided Awareness,81.33,all
SWE,all,2019-03-04,AwesomeInsurance,Consideration,29.36,all
SWE,all,2019-03-04,BestInsurance,Consideration,27.31,all
SWE,all,2019-03-04,CoolInsurance,Consideration,32.83,all
SWE,all,2019-03-04,AwesomeInsurance,Penetration,37.08,all
SWE,all,2019-03-04,BestInsurance,Penetration,33.03,all
SWE,all,2019-03-04,CoolInsurance,Penetration,37.29,all
SWE,all,2019-03-04,AwesomeInsurance,Purchase Intent,19.9,all
SWE,all,2019-03-04,AwesomeInsurance,Buzz,30.86,all
SWE,all,2019-03-04,AwesomeInsurance,Wom,26.31,all
SWE,all,2019-03-04,AwesomeInsurance,Recommendation,50.26,all
SWE,all,2019-03-04,AwesomeInsurance,Satisfaction,11.26,all
SWE,all,2019-03-04,CoolInsurance,Satisfaction,10.75,all
SWE,all,2019-03-04,AwesomeInsurance,Likability,36.28,all
SWE,all,2019-03-04,AwesomeInsurance,Quality,78.57,all
SWE,all,2019-03-04,CoolInsurance,Quality,81.16,all
SWE,all,2019-03-04,AwesomeInsurance,Impression,12.17,all
SWE,all,2019-03-04,CoolInsurance,Impression,10.24,all
SWE,all,2019-03-11,AwesomeInsurance,Unaided Awareness,61.98,all
SWE,all,2019-03-11,CoolInsurance,Unaided Awareness,57.71,all
SWE,all,2019-03-11,AwesomeInsurance,Aided Awareness,83.71,all
SWE,all,2019-03-11,CoolInsurance,Aided Awareness,77.19,all
SWE,all,2019-03-11,AwesomeInsurance,Consideration,29.54,all
SWE,all,2019-03-11,BestInsurance,Consideration,31.05,all
SWE,all,2019-03-11,CoolInsurance,Consideration,32.85,all
SWE,all,2019-03-11,AwesomeInsurance,Penetration,37.37,all
SWE,all,2019-03-11,BestInsurance,Penetration,34.77,all
SWE,all,2019-03-11,CoolInsurance,Penetration,34.71,all
SWE,all,2019-03-11,AwesomeInsurance,Purchase Intent,17.56,all
SWE,all,2019-03-11,AwesomeInsurance,Buzz,35.13,all
SWE,all,2019-03-11,AwesomeInsurance,Wom,24.92,all
SWE,all,2019-03-11,AwesomeInsurance,Recommendation,48.47,all
SWE,all,2019-03-11,AwesomeInsurance,Satisfaction,10.54,all
SWE,all,2019-03-11,CoolInsurance,Satisfaction,12.16,all
SWE,all,2019-03-11,AwesomeInsurance,Likability,39.81,all
SWE,all,2019-03-11,AwesomeInsurance,Quality,76.15,all
SWE,all,2019-03-11,CoolInsurance,Quality,88.08,all
SWE,all,2019-03-11,AwesomeInsurance,Impression,12.13,all
SWE,all,2019-03-11,CoolInsurance,Impression,10.63,all
SWE,all,2019-03-18,AwesomeInsurance,Unaided Awareness,61.11,all
SWE,all,2019-03-18,CoolInsurance,Unaided Awareness,64.17,all
SWE,all,2019-03-18,AwesomeInsurance,Aided Awareness,70.82,all
SWE,all,2019-03-18,CoolInsurance,Aided Awareness,80.9,all
SWE,all,2019-03-18,AwesomeInsurance,Consideration,31.2,all
SWE,all,2019-03-18,BestInsurance,Consideration,30.08,all
SWE,all,2019-03-18,CoolInsurance,Consideration,28.39,all
SWE,all,2019-03-18,AwesomeInsurance,Penetration,31.72,all
SWE,all,2019-03-18,BestInsurance,Penetration,38.18,all
SWE,all,2019-03-18,CoolInsurance,Penetration,35.75,all
SWE,all,2019-03-18,AwesomeInsurance,Purchase Intent,17.67,all
SWE,all,2019-03-18,AwesomeInsurance,Buzz,35.08,all
SWE,all,2019-03-18,AwesomeInsurance,Wom,25.89,all
SWE,all,2019-03-18,AwesomeInsurance,Recommendation,50.36,all
SWE,all,2019-03-18,AwesomeInsurance,Satisfaction,11.52,all
SWE,all,2019-03-18,CoolInsurance,Satisfaction,12.1,all
SWE,all,2019-03-18,AwesomeInsurance,Likability,33.92,all
SWE,all,2019-03-18,AwesomeInsurance,Quality,75.59,all
SWE,all,2019-03-18,CoolInsurance,Quality,75.46,all
SWE,all,2019-03-18,AwesomeInsurance,Impression,10.14,all
SWE,all,2019-03-18,CoolInsurance,Impression,12.77,all
SWE,all,2019-03-25,AwesomeInsurance,Unaided Awareness,54.82,all
SWE,all,2019-03-25,CoolInsurance,Unaided Awareness,52.27,all
SWE,all,2019-03-25,AwesomeInsurance,Aided Awareness,83.72,all
SWE,all,2019-03-25,CoolInsurance,Aided Awareness,76.08,all
SWE,all,2019-03-25,AwesomeInsurance,Consideration,26.27,all
SWE,all,2019-03-25,BestInsurance,Consideration,31.77,all
SWE,all,2019-03-25,CoolInsurance,Consideration,27.27,all
SWE,all,2019-03-25,AwesomeInsurance,Penetration,38.93,all
SWE,all,2019-03-25,BestInsurance,Penetration,34.18,all
SWE,all,2019-03-25,CoolInsurance,Penetration,33.5,all
SWE,all,2019-03-25,AwesomeInsurance,Purchase Intent,18.63,all
SWE,all,2019-03-25,AwesomeInsurance,Buzz,37.93,all
SWE,all,2019-03-25,AwesomeInsurance,Wom,22.52,all
SWE,all,2019-03-25,AwesomeInsurance,Recommendation,48.41,all
SWE,all,2019-03-25,AwesomeInsurance,Satisfaction,11.53,all
SWE,all,2019-03-25,CoolInsurance,Satisfaction,11.38,all
SWE,all,2019-03-25,AwesomeInsurance,Likability,31.09,all
SWE,all,2019-03-25,AwesomeInsurance,Quality,78.75,all
SWE,all,2019-03-25,CoolInsurance,Quality,92.05,all
SWE,all,2019-03-25,AwesomeInsurance,Impression,11.59,all
SWE,all,2019-03-25,CoolInsurance,Impression,10.03,all
SWE,all,2019-04-01,AwesomeInsurance,Unaided Awareness,56.88,all
SWE,all,2019-04-01,CoolInsurance,Unaided Awareness,57.25,all
SWE,all,2019-04-01,AwesomeInsurance,Aided Awareness,78.56,all
SWE,all,2019-04-01,CoolInsurance,Aided Awareness,89.36,all
SWE,all,2019-04-01,AwesomeInsurance,Consideration,31.49,all
SWE,all,2019-04-01,BestInsurance,Consideration,25.15,all
SWE,all,2019-04-01,CoolInsurance,Consideration,30.3,all
SWE,all,2019-04-01,AwesomeInsurance,Penetration,33.46,all
SWE,all,2019-04-01,BestInsurance,Penetration,39.19,all
SWE,all,2019-04-01,CoolInsurance,Penetration,37.88,all
SWE,all,2019-04-01,AwesomeInsurance,Purchase Intent,18.56,all
SWE,all,2019-04-01,AwesomeInsurance,Buzz,38.82,all
SWE,all,2019-04-01,AwesomeInsurance,Wom,21.08,all
SWE,all,2019-04-01,AwesomeInsurance,Recommendation,52.67,all
SWE,all,2019-04-01,AwesomeInsurance,Satisfaction,12.68,all
SWE,all,2019-04-01,CoolInsurance,Satisfaction,10.26,all
SWE,all,2019-04-01,AwesomeInsurance,Likability,32.38,all
SWE,all,2019-04-01,AwesomeInsurance,Quality,78.18,all
SWE,all,2019-04-01,CoolInsurance,Quality,86.33,all
SWE,all,2019-04-01,AwesomeInsurance,Impression,10.89,all
SWE,all,2019-04-01,CoolInsurance,Impression,12.24,all
SWE,all,2019-04-08,AwesomeInsurance,Unaided Awareness,50.79,all
SWE,all,2019-04-08,CoolInsurance,Unaided Awareness,62.39,all
SWE,all,2019-04-08,AwesomeInsurance,Aided Awareness,84.78,all
SWE,all,2019-04-08,CoolInsurance,Aided Awareness,90.73,all
SWE,all,2019-04-08,AwesomeInsurance,Consideration,31.72,all
SWE,all,2019-04-08,BestInsurance,Consideration,30.74,all
SWE,all,2019-04-08,CoolInsurance,Consideration,26.25,all
SWE,all,2019-04-08,AwesomeInsurance,Penetration,32.59,all
SWE,all,2019-04-08,BestInsurance,Penetration,36.21,all
SWE,all,2019-04-08,CoolInsurance,Penetration,39.01,all
SWE,all,2019-04-08,AwesomeInsurance,Purchase Intent,17.48,all
SWE,all,2019-04-08,AwesomeInsurance,Buzz,31.34,all
SWE,all,2019-04-08,AwesomeInsurance,Wom,21.49,all
SWE,all,2019-04-08,AwesomeInsurance,Recommendation,47.97,all
SWE,all,2019-04-08,AwesomeInsurance,Satisfaction,13.13,all
SWE,all,2019-04-08,CoolInsurance,Satisfaction,12.59,all
SWE,all,2019-04-08,AwesomeInsurance,Likability,36.41,all
SWE,all,2019-04-08,AwesomeInsurance,Quality,73.71,all
SWE,all,2019-04-08,CoolInsurance,Quality,92.66,all
SWE,all,2019-04-08,AwesomeInsurance,Impression,12.04,all
SWE,all,2019-04-08,CoolInsurance,Impression,11.86,all
SWE,all,2019-04-15,AwesomeInsurance,Unaided Awareness,63.25,all
SWE,all,2019-04-15,CoolInsurance,Unaided Awareness,57.95,all
SWE,all,2019-04-15,AwesomeInsurance,Aided Awareness,84.82,all
SWE,all,2019-04-15,CoolInsurance,Aided Awareness,76.87,all
SWE,all,2019-04-15,AwesomeInsurance,Consideration,30.0,all
SWE,all,2019-04-15,BestInsurance,Consideration,31.02,all
SWE,all,2019-04-15,CoolInsurance,Consideration,29.26,all
SWE,all,2019-04-15,AwesomeInsurance,Penetration,37.31,all
SWE,all,2019-04-15,BestInsurance,Penetration,34.52,all
SWE,all,2019-04-15,CoolInsurance,Penetration,37.75,all
SWE,all,2019-04-15,AwesomeInsurance,Purchase Intent,19.27,all
SWE,all,2019-04-15,AwesomeInsurance,Buzz,30.46,all
SWE,all,2019-04-15,AwesomeInsurance,Wom,23.21,all
SWE,all,2019-04-15,AwesomeInsurance,Recommendation,40.8,all
SWE,all,2019-04-15,AwesomeInsurance,Satisfaction,10.55,all
SWE,all,2019-04-15,CoolInsurance,Satisfaction,10.06,all
SWE,all,2019-04-15,AwesomeInsurance,Likability,39.2,all
SWE,all,2019-04-15,AwesomeInsurance,Quality,80.74,all
SWE,all,2019-04-15,CoolInsurance,Quality,80.48,all
SWE,all,2019-04-15,AwesomeInsurance,Impression,10.25,all
